Designator,Mid X,Mid Y,Rotation,Layer
D1,175.0,-92.0,0.0,top
D2,175.0,-107.0,0.0,top
D3,175.0,-122.0,0.0,top
F1,121.0,-92.0,90.0,top
F2,121.0,-107.0,90.0,top
F3,121.0,-122.0,90.0,top
J1,112.0,-107.0,0.0,top
J2,184.0,-107.0,0.0,top
R1,175.0,-96.5,0.0,top
R2,175.0,-111.5,0.0,top
R3,175.0,-126.5,0.0,top
SW1,148.0,-92.0,0.0,top
SW2,148.0,-107.0,0.0,top
SW3,148.0,-122.0,0.0,top
